name,occurrences,editions,contexts,suggested_id,action,_match_status,_match_method,_confidence,_kima_id,_kima_name_rom,_kima_name_heb,_distance_km,_candidates
ביר,1,Maasiot-veSihot-Zadikim,"…מר אליהם אשר בבית הבע״ש יסעדו ביום השבת הקודש, וילך משרת הבע״ש ויעשה כאשר נצטווה מפי הבע״ש. ויקרא את האורחים לביר והבע״ש. ויהי בליל שבת קודש ויקרא הבע״ש להסוחר ויאמרו אליו שב לימיני ויתמהו כל חסידי הבע״ש עם דבר הלז, ויאמו ו…",,,fuzzy,fuzzy,1.0,,,,,74490|85221
אלכסנדרום,1,Maasiot-veSihot-Zadikim,המדרש תלפיות מביא בשם קרבן שבת. אלכסנדרום מוקד כשכיבש העולם הלך במקום שהיו שם חיות ועופות שממיתים בראייתם ונתירא שלא יאבד הוא וחייליו ולבש עצמו בלבוש מ…,,,fuzzy,fuzzy,0.75,,,,,76982|80502|18106
אמבורג,1,Maasiot-veSihot-Zadikim,"הרב הגאון ר׳ יצחק מהאמבורג היה לאב""ד והרב ר׳ יצחק מדרא אביטש הי׳ המגיד ושניהם היו בעיר דראהאביטש ואירע המעשה כאשר אבאר לקמן הנה בעיר הנ""…",,,fuzzy,fuzzy,1.0,,,,,20048|10925|10926|994|12414
ווארציל,1,Maasiot-veSihot-Zadikim,"רפואה לשניים א לבשל טערמיטעלליא ולהחזיק בפיו על השניים. ב רפואה אחרת רוטי היינא בעד ג׳ צ״ל קאלמיקם ווארציל בעד ג׳ צ״ל אין צו קאכין ולהחזיק על השניים. ג רפואה אחרת ליקח בעד אצ""ל נעגיליך עם חתיכה קטנה קאנפער ולבשל בחצי…",,,fuzzy,fuzzy,1.0,,,,,1|951
קדישא,1,MaasiyotUmaamarimYekarim,"…. איתא ביוסףמדרש הנעלם בסוף איכה וז""ל עד אשר לא תחשך השמש והירח וכו׳ והכוכבים אילין אינון משפילין דהוי ב ארעא קדישאכל אינון תנאים ואמוראים דכל עלמא וכו׳ דכך הוו הוי אמר בר יש לחבריה מגו מילי דא דפרח מפימוי קיומא החדאאנא חמי מ…",,,fuzzy,fuzzy,1.0,,,,,86964|69629
פייסו,1,MaasiyotUmaamarimYekarim,…וךר׳ על דבר זה והוכיח אותו עד שבשביל זה לא רצה נחוםהרה״ק ר׳ לסעוד סעודת ברוךשבת עד ש הרה״ק ר' אז שאל הרה״ק ר׳ פייסונחום להרה״ק ר׳ ברוך מה אתם נחוםאומרים עלי אמר לו הרה״ק ר׳ אני אומר עליך כי נחוםאתה ירא שמים באמת אח״כ נזדמן שה…,,,fuzzy,fuzzy,0.75,,,,,80084|86734
קארלעסבורג,1,MaasyiotMzadikeiYesodeiOlam,"העתק מאגרת ישן נושן שנמצא אצל הרב הצדיק מו״ה ליב ז״ל אב״ד ק״ק קארלעסבורג ואמר שנכתב בשנת תק״ף ואמר שנמצא בלייפניק בזמן ההוא, למעלה נכתב בזה״ל מכתב מפלוני אלמוני להרב הגאון מו״ה מרדכי…",,,fuzzy,fuzzy,1.0,,,,,16419|9566
קאלביסו,1,MaasyiotMzadikeiYesodeiOlam,…ד בעיניו לנסוע כי היה חפץ לע״ע לנסוע מביתו לבל יראה אותה ואת בניו שנמאסו בעיניו ולקח עגלה טובה ונסע סמוך לעיר קאלביסוב והעמיד העגלה והסוסים מחוץ לעיר קאלביסוב והוא לקח סוס אחד ורכב עליו ומקלו העב בידו כדרך שרי פולין שילקחו המקל…,,,fuzzy,fuzzy,0.833,,,,,73263|12127
הר״מ,1,Sefer-Moraim-Gdolim,"…ני ב""ד ש""מ והראו לו עוד מעשיו לאמר דעי מה עשית ולפני מי חטאת עוית. ואין בך דבר טוב זולתי אמונת חכמים של הקדוש הר״מ וכשומעו אלו הדברים התחיל לבקש מהב""ד של מעלה כאשר פה גלוי וידוע שבחיי לא עשיתי קטן וגדול בלי ידיעת הרב ר׳ מענד…",,,fuzzy,fuzzy,1.0,,,,,19494|27119
סו,1,Shemen-Hatov,"ספר שמן הטוב כולל לקוטי ח״ת על פסוקי תנ""ך ומדרשים ואגדות הש""ס. אמרים נעימים. יקרים מפנינים. בקדושה וטהרה המה נאמרים : וסיפורים נפלאים ויקרים. מו…",13077,,name_exact,name_exact,0.95,13077,"Sceaux (Hauts-de-Seine, France)","סו (הוטס-דה-סן, צרפת)",,13077
רעזאן,1,Shemen-Hatov,"ו) כתב הגאון מ׳ שלום מרדכי נ״י אבד״ק ברעזאן בעמ״ס דעת תורה וז״ל. ובדבר סיפורים מהגה""ק רר״ש מנ״ש זי״ע : הן דבר א׳ נדפס בשו״ת מהרש""ם ח""ב בסופו כי פ״א אמר ל…",,,fuzzy,fuzzy,1.0,,,,,74632|9174|7466|20849|10167
סאמביר,1,Shemen-Hatov,"ז) פ״א שבת בעיר סאמביר והי׳ שם אברך עילוי (הוא הג׳ ר׳ איצקיל אבד״ק סאמביר הנקרא ר""א חריף אביו של הג׳ בעל שו״ת זרע יצחק) ודרכו של הג׳…",,,fuzzy,fuzzy,1.0,,,,,7940|9315|12414|18096|8180
אהלוב,1,Shemen-Hatov,"…פר לי וכו׳ הרה״ג הישיש ר' אפרים יחיאל מיכל בק׳ נאמסק אשר הוא בעצמו ששמע מפי הצדיקת המפורסמת מרת מרים ז""ל מק' מאהלוב ברוסיא אחות האחים הקדושים מרן זקיני הרר״ש ומרן זקיני בעל הפלאה ומעשה שהיה כך הי' הרהצה""ק מ׳ יהושע העשיל מאפטא…",,,fuzzy,fuzzy,1.0,,,,,15119|794|10965|21949
וברטוב,1,Shemen-Hatov,"יח) כתב אבי מורי הגאון שי׳ בהקדמתו לס׳ שירת ישראל אשר דו״ז הגה״ק מ׳ ארי׳ ליבש פרץ מלוברטוב הי' העוזר להגה״ק בעל קדושת לוי להתחבר עצמו לזקיני הגה""ק הרר״ש שהי' אז אבד״ק רוטשעוואהל אשר הי' הראשון להמשיך …",,,fuzzy,fuzzy,0.8,,,,,14510|13591
ק׳ סאסוב,1,Shemen-Hatov,…בה שלו עד שיסמכהו לרבי ויתן לו בגד משי שלו הלבן. וכן הוה. ומשם בא לק׳ אפטא והמשיך עדה. ומפני המחלוקת עקר משם לק׳ סאסוב :,,,fuzzy,fuzzy,1.0,,,,,75523|2648
קאלוב,1,Shemen-Hatov,"…הבימה ז' פעמים. כי כן מסורה מהנהגת זקנינו הרבי ר׳ מאירל מטיקטין בכל עש""ק. ואח״כ התחיל לזמר ניגון שלו של הה״ק מקאלוב (שבלשון לעז הנ""ל כלה וכו') שלום עליכם עד שבטלו כחותיו הגופניים בהתלהבות. כן הי׳ בכל שבת. אשרי עין ראתה כל אלה…",17477,,name_exact,name_exact,0.95,17477,Nagykálló (Hungary),קלוב (הונגריה),,17477
פרוסניץ,1,Shemen-Hatov,…ם נראה לנו אור. ומגדולי תלמידיו ה״ה. א) בנו הוא זקיני הגה״ק מ׳ צבי יהושע הלוי הורוויץ אבד״ק יעמניץ. טרייביטש. פרוסניץ. טארני. בע״ס סמיכת משה וחי׳ הריב״ש. ב) הגה״ק מ׳ משה ליב מסאסוב (שה״ג הח' מ״ש אות ע״ג. ובסה״ד הח׳. ובס׳ אמונת …,417,,name_exact,name_exact,0.95,417,Prostějov (Czech Republic),פרוסטיוב (צ'כיה),,417
קלויז,1,Shemen-Hatov,"…משיב כהלכה. וחותן הג״מ מרדכי מבראד בן הגאון מ׳ סענדר חיים שהי׳ חתן הגאון הגביר ר׳ זלמן פערילס מבראד חד מחכמי הקלויז אשר הבעש""ט אמר עליו הפסוק פז״ר נתן לאביונים. פז״ר ר״ת רז״פ. כי השיא ארבעה מאות יתומים כמבואר בהק׳ להפלאה ברכו…",,,fuzzy,fuzzy,1.0,,,,,79665|20594
נוב״י,1,Shemen-Hatov,"…לך בעקבותיו וכ׳ שם ג״כ ובספרי רמ""ד אל תשלחו יד וכו') ובקש שם מעמו שיכתוב להגאון מפוזנא שיבקש מחותנו הגאון בעל נוב״י שאל יצער להרה״ק מ׳ יחיאל מיכל זצ""ל מזלאטשוב. וז״ל כי אחי הגאון החסיד מו״ה שמעלקי זצ""ל מנ""ש העיד עליו שכל כוונ…",7723,,name_exact,name_exact,0.95,7723,Novi Ligure (Italy),נובי ליגורה (איטליה),,7723
טורא,1,Shemen-Hatov,…ל בזה עפ״י המדרש עשרת הדברות מעשה בר' מתיא בן חרש וכו׳ שסיימא את עיניו ע״י מסמרים ובירושלמי ארשב״י אלו הוינא בטורא דסיני וכו׳ תרי פומי וכו' ע״ש:,,,fuzzy,fuzzy,0.667,,,,,10215|77556
דראב״א,1,Shemen-Hatov,"…א״ל ר״ז ערוקאי כזית כבד שיגן צריך שיהי׳ במקום מרה והצרה. ושם יגן ולא יברח לנפשו אל מקום חיותו. ומסיק הש""ס ע״ז דראב״א אמר כזית שאמרו במקום חיותו ר״ל שלא ישאר המגין במקום מרה שלהם אלא ינוס למקום חיותא שלא יהי' הוא חבוש ומשם יזרח…",,,fuzzy,fuzzy,1.0,,,,,12803|74443|71702|80982|6943
סעמניטץ,1,Shemen-Hatov,… יצאו לקראתו אבל נתאחר המכתב על הדרך הרבה. ובא מאוחר. ומזה ראה כי מן השמים עכבוהו שישאר פה וישב איזה זמן בעיר סעמניטץ במדינת אונגאריין סמוך לגבול מעהרין כי שם הי' החתונה ושם לא היתה פקודת הממשלה הזאת וכו׳ וכו׳ ע״ש.,19927,,name_exact,name_exact,0.95,19927,Senica (Slovakia),סניצה (סלובקיה),,19927
גבול,1,Shemen-Hatov,… הדרך הרבה. ובא מאוחר. ומזה ראה כי מן השמים עכבוהו שישאר פה וישב איזה זמן בעיר סעמניטץ במדינת אונגאריין סמוך לגבול מעהרין כי שם הי' החתונה ושם לא היתה פקודת הממשלה הזאת וכו׳ וכו׳ ע״ש.,,,fuzzy,fuzzy,1.0,,,,,18052|15288
קונט,1,Shemen-Hatov,עז) כתב בספר צרור החיים מהגאון מו״ה אברהם לעווענשטאם אבד״ק עמדין בקונט׳ ונגינותי ננגן וז״ל ומה שהעידו על הגאון החסיד מהור״ר נתן אדליר ז״ל בפ״פ שהי׳ מתפלל ג״כ במבטא ספרדי גם אני ידע…,,,fuzzy,fuzzy,1.0,,,,,14598|89642|9267|13367|76743
גבעת,1,Shemen-Hatov,"פח) אא״ז הגה״ק מ' פנחס הלוי איש הורוויץ חיבר הרבה ספרים ה״ה ספר הפלאה. ושבת אחים. המקנה. פנים יפות עה״ת. שו״ת גבעת פנחס. נתיבות לשבת. והפלאה החדש על ברכות ויו״ד. והפלאה על נזיקין ופנים יפות על תהלים בכת""י (עיין שה״ג ח""ב מ״ה.…",,,fuzzy,fuzzy,1.0,,,,,13312|911
הגורן,1,Shemen-Hatov,"כתב בתולדות מהר""ם לובלין מהרב מסעראצק שנדפס בהגורן ת״א אשר זקיני הגאון מ׳ יצחק אייזיק היילפרין אבד״ק טיקטין הנ""ל היה אחי הגאון מ׳ כתריאל היילפרין [הוא אבי הג״מ …",,,fuzzy,fuzzy,0.75,,,,,16641|924|8054
ת״א,1,Shemen-Hatov,"כתב בתולדות מהר""ם לובלין מהרב מסעראצק שנדפס בהגורן ת״א אשר זקיני הגאון מ׳ יצחק אייזיק היילפרין אבד״ק טיקטין הנ""ל היה אחי הגאון מ׳ כתריאל היילפרין [הוא אבי הג״מ שלמה…",272,,name_exact,name_exact,0.95,272,Tel Aviv-Yafo (Israel),תל אביב-יפו (ישראל),,272
פוזנן,1,Shemen-Hatov,"…א מגורשת והמוציא לעז ילכך בחרם ר״ת. ולעומתם הגאון מהר""ם ועמו הגאון מו״ה מרדכי יפה בלבושיו והג״מ בנימין בינוש מפוזנן בשו״ת שלו מסימן קכ״ב עד סי׳ קכ״ו הכריחוה להנשא לבעלה הראשון. מובן כי לא היה דעתו נוחה מהם. גם בענין שידוך נפל…",10521,,name_exact,name_exact,0.95,10521,Poznań (Poland : Voivodeship),פוזנן (פולין : מחוז),,10521
רייוויץ,1,Shemen-Hatov,"…יעזר על הגש״פ דבר הנודע בעולם ממסירת נפשו בעד אחב""י בעת שהי' עלילת דם על קהל ישראל תושבי עיר שעלישץ סמוך לעיר רייוויץ גליל לובלין. אשר זקיני המגיד קיבל ע״ע להיות המליץ עבורם ועבור זאת ניתן בכבל רגליו בברזל בא נפשו. וישב במבצר ז…",,,fuzzy,fuzzy,1.0,,,,,18393|82213|12727
הרצ״ה,1,Shemen-Hatov,…אדמו״ר וכו׳ מ׳ ישראל שי׳ הנ״ל שסיפר בש״ק בעת סעודה שלישית ביום ט״ו לחודש מרחשוון שאז הוא היא״צ של זקינינו הק׳ הרצ״ה מטשארטקוב. אשר פ״א שבת בטשארטקוב הרב הגה״ק הר׳ לוי יצחק הרב מברדיטשוב בעל קדושת לוי. וזה הי' כמה שנים אחר פטי…,,,fuzzy,fuzzy,0.667,,,,,6926|8762
ק׳ לים,1,Shemen-Hatov,"…ורים והי' כך כמו שלשה חדשים ששכבתי על צד אחד. וכל הדאקטורים נתנו לי יאוש. ויהי כמשלש חדשים עבר דרך עיר סאניק לק׳ לים קא הה״ק רבי ר׳ הירש ז""ל מרומנאב והי׳ אצלי לבקרני ובירך אותי ובהחזרה לביתו שבת ש""ק בק' סאניק ואחר תפלת שחרית ב…",,,fuzzy,fuzzy,1.0,,,,,6915|19460|1674|12194|14264
הרצ,1,Shemen-Hatov,…פתיו שעשה. אז הי׳ מקום דירתו ומושבו בעיר טאסט שקורין טלוסט. הסמוכה לעיר טשארטקוב. וזה הי׳ בעת היות זקיננו הק׳ הרצ״ה אב״ד בטשארטקוב והגליל. ובמדינת קיר״ה נקרא גליל קרייז. והעיר טאסט היא שייכא ג״כ לגליל טשארטקוב. ובימים הקדמו…,,,fuzzy,fuzzy,1.0,,,,,6926|8762|83030
יאנוב,1,Shemen-Hatov,"…וך ללבוב והי׳ פה עד קיץ תקל״ד לפ""ק. שנת תקל״ה נתקבל פה הרב המובהק הה״ג מו״ה אליעזר ליפמאן מזאלקווא שהי׳ אבד״ק יאנוב ולא האריך שנים פה ונתבקש לישיבה ש״מ תקל״ז לפ״ק. בשנת תקל״ח",,,name_ambiguous,name_ambiguous,0.5,,,,,769|852|27126
אלחוב,1,Shemen-Hatov,"קכ) הרב מו״ה מאיר הלוי הורוויץ וכו' אבד״ק באלחוב. זלאטשוב. טיקטין והגליל וכו׳. ובניו המה הגה""ק מ׳ יוקל אבד״ק בראד (אבי הגה""ק מ' יצחק אבד״ק אה״ו). והגה״ק מ׳ צב…",,,fuzzy,fuzzy,0.75,,,,,73773|72857|353
חארזיל,1,Shemen-Hatov,"קכו) שמעתי מר׳ יעקל מחארזיל כי פ""א באו אליו י״ב מנכדיו גדולי הדור ובתוכם היו האחים הרר״ש ואחיו בעל הפלאה וזקיני הג״ר יצחקיל האמבורגר. וכל…",,,fuzzy,fuzzy,0.667,,,,,700|21328|21593|15722
ווישיגראד,1,Shemen-Hatov,"…היה. כי אף שנשאת לפחות הערך כפי ערכה ילדה את הגה""ק מ׳ אשר קמץ אבד״ק טיקטין. ומחמת חרפת מנהגי אביו יצא משם לק׳ ווישיגראד :",,,fuzzy,fuzzy,1.0,,,,,19400|13293
