story_a	edition_a	url_a	story_b	edition_b	url_b	sim	opening_a	opening_b
Khal-Hasidim_0174	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0174	Shivhei-Harav_0011	Shivhei-Harav	https://www.hasidic-stories.org/Story/Shivhei-Harav/Shivhei-Harav_0011	0.9911	"Khal-Hasidim_0174 תיוגים עתה נכתוב תולדות האיש אלקים קדוש ואפס קצהו מגדולת רבינו הגאון האלקי הרב הדומה למלאך צבאות מרן שניאור זלמן נבג""מ בעמ""ח ס' התניא וספרי הש""ע זי""ע ועכ""א : איש הי' בארץ רוסי' הלבינ"	Shivhei-Harav_0011 תיוגים יא וביום שמונה עשרה לחודש להודש כסליו לפנות ערב בעת אשר הרב אמר תהלי׳ והגיע לפסוק פדה בשלום נפשי הגיע לו הפקודה כי נעשה חפשי ויצא מהמאסר וכה כתב הרב באגרתו לאנשי שלומינו. „בה
Khal-Hasidim_0220	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0220	Sipurei-Zadikim_0012	Sipurei-Zadikim	https://www.hasidic-stories.org/Story/Sipurei-Zadikim/Sipurei-Zadikim_0012	0.9911	Khal-Hasidim_0220 תיוגים ועתה נציע סדר הסתלקותו שלו לעולם העליון ומדי דברי בזה נציע את אשר גרענו בחפזנו לספר מפטירת אבי הרב אשר היה חייט בפלעצק כי קודם מותו נעשה בנו רב מפורסם כאשר כתבנו ואם כל זה לא 	Sipurei-Zadikim_0012תיוגים ועתה נציע סדר ההסתלקות שלו לעולם העליון ומדי דברי בזה נציע את אשר גרענו בחפזנו לספר מפטירת אבי הרב אשר היה חייט בפאלעצק כי קודם מותו נעשה בנו רב מפורסם כאשר כתבנו ועם כל זה 
Khal-Hasidim_0055	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0055	Shivhei-Habesht_0065	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0065	0.9908	"Khal-Hasidim_0055 תיוגים שמעתי מרב יעקב אב""ד דק""ק סמילא ששמע מאביו רב מאיר חריף ז""ל פ""א בא הבעש""ט להרב דק""ק פולנאי ואני מסופק אם היה המעשה בק""ק נעמרוב או בק""ק שאריגראד ובא כמה ימים קודם השבת ולא אכל ב"	"Shivhei-Habesht_0065 תיוגים* שמעתי מר׳ יעקב אב""ד דק""ק סמילא ששמע מאביו ר׳ מאיר חריף ז""ל פ""א בא הבעש״ט להרב דק""ק פולנאי ואני מסופק אם היה 64 65 המעשה שבחי הבעש״ט 66 המעשה בק""ק נעמרוב או בק""ק שאריגראד ו"
Khal-Hasidim_0155	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0155	Shivhei-Habesht_0209	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0209	0.9907	"Khal-Hasidim_0155 תיוגים אחד מתלמידי הרב הק' מו׳ יחיאל מיכל מזלאטשוב נסע פ״א לרבו הנ""ל ובביאתו אליו אמר הרב תיכף ומיד תיסע לביתך ועשה כדבריו והיה ממש כמבולבל אינו יודע על מה ולמה צוה לו הרב לחזור לבית"	"Shivhei-Habesht_0209 תיוגים* אחד מתלמידי הרב הק' מ׳ יחיאל מיכל מזלאטשוב נסע פ״א לרבו הנ""ל ובביאתו אליו אמר הרב תיכף ומיד תסע לביתך ועשה כדבריו והי' ממש כמבולבל ואינו יודע על מה ולמה צוה לו הרב לחזור ל"
Khal-Hasidim_0094	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0094	Shivhei-Habesht_0175	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0175	0.9905	Khal-Hasidim_0094 תיוגים פ״א בנסיעת הרב התאכסן בכפר אצל א׳ מאנשיו מאנשי ועשה לכבודו סעודה גדולה בין כך ובין כך דיבר הרב עמו על אודותיו כדרך העולם אם יש לו פרנסה והאיך מעמדו וסיפר לו מטוב מעמדו הכל כאש	"Shivhei-Habesht_0175 תיוגים* פ""א בנסיעת הרב התאכסן בכפר אצל א׳ מאנשיו: ועשה לכבודו סעודה גדולה. בין כך דיבר הרב עמו על אודותיו כדרך העולם אם יש לו פרנסה והאיך מעמדו. וסיפר לו מטוב מעמדו, הכל כאשר לכל "
Khal-Hasidim_0224	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0224	Maase-Zadikim_0020	maase-zadikim	https://www.hasidic-stories.org/Story/maase-zadikim/Maase-Zadikim_0020	0.9905	"Khal-Hasidim_0224 תיוגים פעם אחת בערב שבת קודש כאשר בא הרה""ק להתפלל תפלת מנחה מעוטף מעיטף בטליתו מלובש לבנים ועמד להתפלל ואמר לפני התיבה הודו לד׳ כו' אז פתאום היה מסיר טליתו ופשט בגדי השבת ולבש בגדי ח"	Maase-Zadikim_0020תיוגיםפעם אחת בערב שבת קודש כאשר בא הרה״ק להתפלל תפלת מנחה מעוטףמעיטוף בטליתו מלובש לבנים ועמד להתפלל ואמר לפני התיבה הודו לד' כו' אז פתאום היה מסיר טליתו ופשט בגדי השבת ולבש בבגדי ח
Khal-Hasidim_0231	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0231	Maase-Zadikim_0026	maase-zadikim	https://www.hasidic-stories.org/Story/maase-zadikim/Maase-Zadikim_0026	0.9903	"Khal-Hasidim_0231 תיוגים סיפור נפלא מהרב הקדוש איש האלהים הנ""ל סיפרה הרב הצדיק מוהר""ר פייוויש מבאלשוועץ ז""ל וכה היו דבריו. אנכי שמשתי כל צרכי את מורי ורבי הקדוש מוהר""ר אלימלך ז""ל בעמה""ח נועם אלימלך עד"	"Maase-Zadikim_0026תיוגיםסיפור נפלא מהרב הקדוש איש האלהים הנ""ל סיפרה הרב הצדיק מוהר""רמעשה צדיקים מוהר""ר פייוויש מבאלשוועץ ז""ל וכה היו דבריו. אנכי שמשתי כל צרכי את מורי ורבי הקדוש מוהר""ר אלימלך ז""ל בעהמ"
Khal-Hasidim_0043	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0043	Shivhei-Habesht_0052	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0052	0.9901	"Khal-Hasidim_0043 תיוגים גם שמעתי מר' מאיר הנ""ל שהיה באותו העיר אומן הנקרא שופאוואל והיה מתפלל בקיץ ובחורף בבה""כ בקביעות בקבועות אפי' לא היה עשרה בבה""כ היה מתפלל ביחידות פ״א ראה הבעש""ט בעיר הזאת בעת ש"	"Shivhei-Habesht_0052 תיוגים* גם שמעתי מר' מאיר הנ""ל שהי' באותו העיר אומן הנקרא שיפאוואל והי׳ מתפלל בקיץ ובחורף בב""הכ בקביעות אפילו לא היו עשרה בב""הכ הי׳ מתפלל ביחידות פ""א ראה הבעש״ט בעיר הזאת בעת שעשן"
Khal-Hasidim_0049	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0049	Shivhei-Habesht_0059	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0059	0.9901	Khal-Hasidim_0049 תיוגים ועוד אירע שהכיר ר' יצחק בתפילין על ראש איש אחד כי לפני מותו היה כלוא בבית מחמת חלשות ועשה מנין בביתו ואיש א׳ מבני העיר הי׳ מתפלל שם ואחר התפלה היה לומד וכמדומה לי ששמו ר׳ בירך	Shivhei-Habesht_0059 תיוגים* ועוד אירע שהכיר ר' יצחק בתפילין על ראש איש אחד כי לפני מותו הי׳ כלוא בבית מחמת חלישות ועשה מנין בביתו ואיש א׳ מבני העיר הי' מתפלל שם ואחר התפילה היה לומד וכמדומ׳ לי ששמו ר
Khal-Hasidim_0076	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0076	Shivhei-Habesht_0087	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0087	0.9901	"Khal-Hasidim_0076 תיוגים שמעתי מהרב דקהלתינו שפ""א הלך הרב הקדוש והטהור ר' פנחס מקאריץ עם הרב הקדוש האלקי מוה' דוב בער המגיד ממעזריטץ וראוונע על פ""ש שהי' אחד קרוב לשניהם נתפס בתפיסה אמר הר' פנחס להרב ה"	"Shivhei-Habesht_0087 תיוגים* שמעתי מהרב דקהלתינו שפ""א הלך ר׳ פנחס מקאריץ עם הרב דק""ק ראוונע על פ""ש שהיה אחד קרוב לשניהם נתפס בתפיסה אמר ר' פנחס להרב הנ""ל שמעתי שהבעש״ט שובת בק""ק קאמינקע נסעה אליו אפשר"
Khal-Hasidim_0022	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0022	Shivhei-Habesht_0013	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0013	0.99	"Khal-Hasidim_0022 תיוגים בק""ק מעזיבוז היה עשיר אחד שלא היה שלם עם הבעש""ט ואצלו היה מלמד למדן מופלג בכל דרכיו משכיל. אשר גם הוא היה מרחיק א״ע מהבעש״ט ורצון הרב היה מאד לקרבו לעבודת ה' כי הוא היה מוכן ל"	"Shivhei-Habesht_0013 תיוגים* בק""ק מעזיבוז הי' עשיר אחד שלא הי׳ שלם עם 12 13 הבעשט שבחי הבעש״ט הבעש״ט ואצלו הי׳ מלמד למדן מופלג בכל דרכיו משכיל : אשר גם הוא הי' מרחיק א״ע מהבעש״ט ורצון הרב הי' מאד לקרב"
Khal-Hasidim_0120	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0120	Shivhei-Habesht_0199	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0199	0.9898	"Khal-Hasidim_0120 תיוגים פ""א בע""כ קודם כל נדרי נתאספו כל הקהל לבה""מד ועמד הבעש״ט ולא התחיל להתפלל והי' ניכר ממנו שהוא במבוכה רבה ונתעכבו עד בוש וגעו כל העם בבכיה כי הבינו הכל שלא דבר רק הוא אח״ז הביט "	"Shivhei-Habesht_0199 תיוגים* פ""א בעי״כ קודם כל נדרי נתאספו כל הקהל לבמ""ד 199 ועמד שבחי הבעש״ט לה ועמד הבעש״ט ולא התחיל להתפלל והי' ניכר ממנו שהוא במבוכה רבה ונתעכבו עד בוש וגעו כל העם בבכי' כי הבינו ה"
Khal-Hasidim_0026	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0026	Shivhei-Habesht_0015	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0015	0.9895	"Khal-Hasidim_0026 תיוגים שמעתי מהרב מהור״ר פאלק החסיד המפורסים דק""ק טיעשילנק ששמע מהר' אברהם אב""ד דק""ק דובאסר שהיה מקדם ש״ץ בבית המדרש דק""ק מעזיבוז פ״א היו צריכין לומר הלל שהיה ר""ח או חוה״מ של פסח והי"	"Shivhei-Habesht_0015 תיוגים* שמעתי ממהורר פאלק החסיד המפורסם דק""ק טיטשילנק ששמע מר' אברהם אב""ד דק""ק דובאסאר שהי' מקודם ש""ץ בבית המדרש דק""ק מעזיבוז פ""א היו צריכין לאמר הלל שהיה ר""ח או חה״מ של פסח והי׳ "
Khal-Hasidim_0106	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0106	Shivhei-Habesht_0188	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0188	0.9893	"Khal-Hasidim_0106 תיוגים הרב מ׳ נחמן קאסווער היה מתנגד להבעש""ט [ושמעתי שהבעש״ט הי' מנשמת דע""ה והרב מוהר״ן מנשמת שאול המלך ע""ה גלל כן הי' עוין את דוד כל הימים] פ״א אמר הבעש״ט הרב מוהר״ן רודף אחרי להמית"	"Shivhei-Habesht_0188 תיוגים* הרב מ׳ נחמן קאסווער היה מתנגד להבעש״ט (ושמעתי שהבש״ט הי' מנשמת דהע""ה והרב מוהרן מנשמת שאול המלך ע""ה גלל כן הי׳ עיון את דוד כל הימים) פעם א׳ אמר הבעש""ט הרב מוהר""ן רודף אחרי"
Khal-Hasidim_0121	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0121	Shivhei-Habesht_0205	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0205	0.9892	"Khal-Hasidim_0121 תיוגים פ""א בא איזה דאקטיר גדול ומפורסם לדוכסה שבעיר ותתפאר הדוכסה בשבח הבעש״ט כי אדם גדול הוא וגם בקי ברפואות אמר הדאקטר שלחה אחריו שיבא לכאן ותאמר אין זה כבודו כ""א לשלוח אחריו עגלה "	"Shivhei-Habesht_0205 תיוגים* פ""א בא איזה דאקטיר גדול ומפורסם לדוכסה שבעיר ותתפאר הדוכסה בשבח הבעש״ט כי אדם גדול הוא וגם בקי ברפואות אמר הדאקטר שלחה אחריו שיבא לכאן ותאמר אין זה כבודו כ""א לשלוח אחריו ע"
Khal-Hasidim_0223	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0223	Maase-Zadikim_0019	maase-zadikim	https://www.hasidic-stories.org/Story/maase-zadikim/Maase-Zadikim_0019	0.9892	"Khal-Hasidim_0223 תיוגים סיפורים מהרב הקדוש הגאון המפורסם איש אלקים מו""ה משה ליב מסאסוב זללה""ה : תהלוכות ודרכי עבודת הרב הקדוש הזה נודע ומפורסמים לכל שהיה עבודתו להש""י להדבק במדותיו מה הוא רחום אתה וכ"	"Maase-Zadikim_0019תיוגיםסיפורים מהרב הקדוש הגאון המפורסם איש אלקים מו' משה ליב מסאסוב זללה""ה : תהלוכות ודרכי עבודת הרב הקדוש הזה נודעו ומפורסמים לכל שהיה עבודתו להשי״ת להדבק במדותיו מה הוא רחום אף אתה"
Khal-Hasidim_0098	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0098	Shivhei-Habesht_0180	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0180	0.9891	"Khal-Hasidim_0098 תיוגים פ""א ישב הבעש״ט בסעודה עם אנשיו ובאמצע הסעודה הרים את ידיו ועשה תנועות רבות כמו ששט בנהר ואמר שוטה עשה כך וכך ותנצל. ויהי בעיני הרואים לפלא וכמו שעה בא איש א׳ וסיפר איך שנפל עם"	"Shivhei-Habesht_0180 תיוגים* פ""א ישב הבעש״ט בסעודה עם אנשיו ובאמצע הסעודה הרים את ידיו ועשה תנועות רבות כמו אדם ששט בנהר ואמר שוטה עשה כך וכך ותנצל : ויהי בעיני הרואים לפלא וכמו שעה בא איש א׳ וסיפר אי"
Khal-Hasidim_0136	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0136	Shivhei-Habesht_0028	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0028	0.9891	"Khal-Hasidim_0136 תיוגים שמעתי מפי מ""מ הנ' פ""א גזר הר' שלום מארץ המערב תענית על הגשמים בירושלים והיה צדיק גדול חשוב וצוה שיתכנסו כולם בבה""כ אחת להתפלל בכנופיא שלח להר""ג הנ""ל שהוא יתפלל לפני התיבה וביר"	"Shivhei-Habesht_0028 תיוגים* שמעתי מפי מ״מ הנ' פעם א׳ גזר ר׳ שלם מארץ המערב תענית על הגשמי' בירושלי' והיה צדיק גדול וחשוב וצוה שיתכנסו כולם בבה״כ אחת להתפלל בכנופי' ושלח לר׳ גרשון הנ""ל שהוא יתפלל לפני"
Khal-Hasidim_0169	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0169	Sipurei-Zadikim_0006	Sipurei-Zadikim	https://www.hasidic-stories.org/Story/Sipurei-Zadikim/Sipurei-Zadikim_0006	0.9887	"Khal-Hasidim_0169 תיוגים ועתה אסיים הסיפור מתנהגות הר""ר ליב הנ""ל כי היה לו עיר קבוע בפולין אשר שמה היה בר""ה כל ימיו ולשם נתקבצו כל המקושרים אליו ובעת התפלה היה דרכו לישב דומם. ואך קודם התפילה היה שופך"	"Sipurei-Zadikim_0006תיוגים ועתה אסיים הספור מהתנהגות הרב ר׳ ליב הנ""ל כי היה לו עירו קבוע בפולין אשר שמה היה בר""ה כל ימיו ולשם נתחברו כל המקושרים אליו ובעת התפלה היה דרכו לישב דומם. ואך קודם התפילה היה"
