story_id	tag	category	sonnet_confidence	sonnet_reasoning	opus_applies	opus_confidence	opus_reasoning	verdict
Khal-Hasidim_0111	knowledge:esoteric	knowledge	high	The story's central episode is the Besht perceiving, without any mundane explanation, a private sin (a man striking his father indoors) simply by seeing the man walk in the street — a direct depiction of esoteric/hidden knowledge accessible to the tzaddik.	False	high	Story depicts the Besht's clairvoyant knowledge of a hidden sin and a penance, but contains no kabbalistic doctrine or esoteric teachings accessible to initiates.	DISAGREE
Khal-Hasidim_0111	social:conflict	social	high	The story explicitly depicts a physical altercation in which a son strikes his elderly father on the head, constituting a direct interpersonal conflict at the heart of the narrative.	True	high	The story centers on a violent conflict where the man struck his elderly father, plus subsequent family tension with the mother undermining the repentance.	AGREE
Khal-Hasidim_0111	social:relations_with_sinners	social	high	The Besht actively summons and engages a man who struck his father, confronts him about his sin, and prescribes a penitential regimen — a direct, substantive relation between the tsadik and a sinner.	False	medium	The story centers on a sinner doing teshuvah with the Besht, not on the tzaddik's ongoing relations with sinners as a theme.	DISAGREE
Khal-Hasidim_0111	times:death	times	high	"The story explicitly ends with the man's death ('שלא הוציא שנתו ר""ל') as a direct consequence of abandoning his repentance regimen — death is a central narrative outcome, not a peripheral mention."	True	high	The story explicitly depicts the man's death within the year as a consequence of breaking his penance.	AGREE
Khal-Hasidim_0112	ethics-and-emotions:virtues	ethics-and-emotions	high	The story centrally depicts the rabbi's virtue of charitable generosity and compassion — he interrupts a Sabbath meal to immediately send money to a destitute woman who just gave birth and has nothing to eat.	True	high	The story illustrates the Rebbe's virtue of charity/compassion, miraculously knowing of a poor woman who just gave birth and sending money for her meal.	AGREE
Khal-Hasidim_0116	ethics-and-emotions:pride	ethics-and-emotions	medium	"The preacher assumes the Besht will certainly grant his request because his intentions are pure ('בוודאי ימלא הבעש״ט רצונו... מאחר שכוונתו לש""ש'), reflecting spiritual presumption/pride, which the Besht implicitly corrects by initially ignoring him and ultimately erasing the knowledge he sought."	False	medium	The story addresses the preacher's misguided desire for esoteric knowledge unnecessary for his service, but doesn't frame it as pride/arrogance (גאוה) per se.	DISAGREE
Khal-Hasidim_0116	experience:devekut	experience	medium	The story contains a vivid depiction of devekut when the preacher ascends and sees the Besht 'sitting and performing yichudim, his face burning like torches' — a classic physical manifestation of cleaving to the divine — though this scene is a dramatic backdrop to the central narrative about esoteric knowledge rather than the story's main focus.	False	high	The story depicts the Besht engaged in yichudim with a blazing face, but this is observed by the maggid; no character is depicted experiencing devekut as the central event.	DISAGREE
Khal-Hasidim_0117	ethics-and-emotions:prohibitions	ethics-and-emotions	high	The story centrally revolves around a woman who violated prohibitions against sexual immorality (זנתה עם כמה פרוצים) and was on the verge of committing apostasy (להמיר דתה), with the Besht's entire intervention aimed at rescuing her from these transgressions and assigning her penance.	True	high	The story centers on prohibitions: the widow was about to violate the prohibition of apostasy (converting religions) and had engaged in forbidden sexual relations, which the Besht intervenes to prevent.	AGREE
Khal-Hasidim_0117	ethics-and-emotions:sadness	ethics-and-emotions	high	The young widow weeps intensely ('ובכתה בכיה גדולה עד מאד') upon confession of her sins and hearing her penance, depicting explicit sadness at a dramatic moment in the story.	False	high	Story is about rescuing a woman from apostasy and sin; no depiction of sadness/melancholy as a theme.	DISAGREE
Khal-Hasidim_0117	social:disobedience	social	high	The widow's secret promiscuity and her binding promise to a nobleman to convert her religion and marry him are acts of explicit social and religious disobedience that form the central crisis driving the entire narrative.	True	medium	The woman defies her father-in-law by leaving with the Besht without his consent, and had planned to disobey/abandon her family by converting; disobedience to family authority is depicted.	AGREE
Khal-Hasidim_0117	social:marital_relationship	social	high	The plot centers on a widow's forced remarriage pressure from her father-in-law, her past marriage and widowhood, the Besht's intervention to arrange a new match (shidduch), and the wedding scene with its aftermath — marital relationship is a primary narrative axis.	True	high	The story centers on the woman's marriage situation—her deceased husband, pressure to marry his nephew, planned marriage to a nobleman, arranged shidduch with a wealthy man, and final marriage to a baker as penance.	AGREE
Khal-Hasidim_0117	social:relations_with_the_authorities	social	medium	A nobleman (שר) with soldiers is the central threat driving the entire plot — he is about to take the woman by force — making relations with a non-Jewish authority structurally integral to the story, even though the Besht's intervention prevents the encounter from actually occurring.	False	high	The story concerns the Besht rescuing a woman from apostasy and a forced marriage; while a 'sar' (lord) is mentioned as the threat, there is no actual depiction of relations with governmental authorities.	DISAGREE
Khal-Hasidim_0117	supernatural:miracle	supernatural	high	The story explicitly depicts קפיצת הדרך (miraculous contraction of the road), enabling the Besht and his disciples to travel a vast distance overnight passing through a new town every quarter-hour — a classic Hasidic miracle — alongside a visitation from the deceased grandfather's soul from the upper world.	True	high	The story depicts kefitzat haderech (miraculous shortening of the road) — a discrete supernatural event where the Besht and disciples traverse a vast distance in one night with horses guided without reins.	AGREE
Khal-Hasidim_0118	characters-and-roles:ritual_slaughterer	characters-and-roles	medium	"The abbreviation ש""ו (שוחט ובודק, ritual slaughterer) appears as the central spiritual obstacle haunting the rabbi during Shema — not a physically present character, but a named role that is the crux of the Besht's diagnosis and the story's conflict."	False	high	No shochet (ritual slaughterer) appears in this story about the Besht, his disciples, and a rabbi.	DISAGREE
Khal-Hasidim_0118	ethics-and-emotions:humility	ethics-and-emotions	medium	The story centrally depicts the rabbi's arc from dismissing the Besht to weeping, confessing a spiritual flaw, and humbly accepting rebuke — and the Besht's cure is precisely the correction of arrogance toward great tzaddikim, making humility a meaningful (not incidental) theme.	True	medium	The story centers on a rabbi's arrogance toward the Baal Shem Tov being exposed and cured by accepting humility—not to disparage great tzaddikim—making humility a central theme.	AGREE
Khal-Hasidim_0118	ethics-and-emotions:pride	ethics-and-emotions	high	Pride is the story's central moral failing: the rabbi and townspeople dismiss/disrespect the Besht ('did not consider him at all'), and the Besht diagnoses the rabbi's spiritual defect as thinking disparagingly of great tzaddikim — a form of pride — whose cure is humble acceptance, after which the rabbi immediately seats the Besht at the head of the table.	True	high	The story depicts a rabbi's arrogance in dismissing the Baal Shem Tov as unimportant, which is revealed as a spiritual flaw he must repent of by not disparaging great tzaddikim.	AGREE
