"action"	"text"	"original_label"	"corrected_label"	"start"	"end"	"source_file"	"context_before"	"context_after"	"context_containing"
"removed"	"׳"	"PER"	""	"7444"	"7445"	"Seva-Ratzon.xml"	"יוכל לילך לביתו אחריו ולפלפל עמו ולא
					בין אנשים וישאלהו האיש ממעהרין איזה קושיא והשיב לו הרב תיר
					ואח״ז השפיל הרב ראשו על השטענדער שעה מועטת ואח״כ הגביה ראשו
					ואמר מי שלומד שלא לשמה אפי"	"זבוב יוכל לדחות אותו אמנם מי שלומו
					תורה לשמה אפי׳ כל מלכי מזרח ומערב אינם יכולים לזוזו כי חלומו
					תורה לשמה אומר שד׳ הוא אלקים וזה הוא אמת לאמיתו ואח״כ גמו.
					הדרוש ובשלש סעודות אמר בזה״ל"	"ד׳"
"removed"	"שנת תקפ״ט"	"TIMEX"	""	"7734"	"7743"	"Seva-Ratzon.xml"	"לומר בפני כל ישראל וכשעמדתי על השטענדער ופתחתי בתפלה
					ר׳ שפתי תפתח נשכח ממני כל הסדר ורק אמרתי כדרכי מעולם מה
					שהש״י מזמין לפי לכן בא השטן וד׳ הצילני :
				
				Seva-Ratzon_0003

					ב"	"נסע הה״ק ר״ב עם אנשי בריתו לק׳ קשאנוב על ל״ג
					בעומר יום היא״צ של רבו הגה״ק מקשאנוב וכאשר בא אל בית
					החיים צוה שכל אנשי קשאנוב יצאו מן האהל ולא ישארו שמה רק אנשי
					אושפצין וכאשר בא שמה לקח"	"בשנת תקפ״ט"
"added"	"תקפ״ט"	""	"TIMEX"	"7738"	"7743"	"Seva-Ratzon.xml"	"לומר בפני כל ישראל וכשעמדתי על השטענדער ופתחתי בתפלה
					ר׳ שפתי תפתח נשכח ממני כל הסדר ורק אמרתי כדרכי מעולם מה
					שהש״י מזמין לפי לכן בא השטן וד׳ הצילני :
				
				Seva-Ratzon_0003

					בשנת"	"נסע הה״ק ר״ב עם אנשי בריתו לק׳ קשאנוב על ל״ג
					בעומר יום היא״צ של רבו הגה״ק מקשאנוב וכאשר בא אל בית
					החיים צוה שכל אנשי קשאנוב יצאו מן האהל ולא ישארו שמה רק אנשי
					אושפצין וכאשר בא שמה לקח"	""
"added"	"ר״ב"	""	"PER"	"7753"	"7756"	"Seva-Ratzon.xml"	"ישראל וכשעמדתי על השטענדער ופתחתי בתפלה
					ר׳ שפתי תפתח נשכח ממני כל הסדר ורק אמרתי כדרכי מעולם מה
					שהש״י מזמין לפי לכן בא השטן וד׳ הצילני :
				
				Seva-Ratzon_0003

					בשנת תקפ״ט נסע הה״ק"	"עם אנשי בריתו לק׳ קשאנוב על ל״ג
					בעומר יום היא״צ של רבו הגה״ק מקשאנוב וכאשר בא אל בית
					החיים צוה שכל אנשי קשאנוב יצאו מן האהל ולא ישארו שמה רק אנשי
					אושפצין וכאשר בא שמה לקח ספר שע״צ"	""
"removed"	"מקשאנוב"	"PER"	""	"7823"	"7830"	"Seva-Ratzon.xml"	"הסדר ורק אמרתי כדרכי מעולם מה
					שהש״י מזמין לפי לכן בא השטן וד׳ הצילני :
				
				Seva-Ratzon_0003

					בשנת תקפ״ט נסע הה״ק ר״ב עם אנשי בריתו לק׳ קשאנוב על ל״ג
					בעומר יום היא״צ של רבו הגה״ק"	"וכאשר בא אל בית
					החיים צוה שכל אנשי קשאנוב יצאו מן האהל ולא ישארו שמה רק אנשי
					אושפצין וכאשר בא שמה לקח ספר שע״צ ואמר ע״ב פסוקים בקידה
					והשתחוי׳ ואח""כ לקח הקוויטליך שהי׳ לו הרבה מאד וקרא"	""
"added"	"קשאנוב"	""	"GPE"	"7824"	"7830"	"Seva-Ratzon.xml"	"ופתחתי בתפלה
					ר׳ שפתי תפתח נשכח ממני כל הסדר ורק אמרתי כדרכי מעולם מה
					שהש״י מזמין לפי לכן בא השטן וד׳ הצילני :
				
				Seva-Ratzon_0003

					בשנת תקפ״ט נסע הה״ק ר״ב עם אנשי בריתו לק׳"	"על ל״ג
					בעומר יום היא״צ של רבו הגה״ק מקשאנוב וכאשר בא אל בית
					החיים צוה שכל אנשי קשאנוב יצאו מן האהל ולא ישארו שמה רק אנשי
					אושפצין וכאשר בא שמה לקח ספר שע״צ ואמר ע״ב פסוקים"	"מקשאנוב"
"added"	"קשאנוב"	""	"GPE"	"7871"	"7877"	"Seva-Ratzon.xml"	"ופתחתי בתפלה
					ר׳ שפתי תפתח נשכח ממני כל הסדר ורק אמרתי כדרכי מעולם מה
					שהש״י מזמין לפי לכן בא השטן וד׳ הצילני :
				
				Seva-Ratzon_0003

					בשנת תקפ״ט נסע הה״ק ר״ב עם אנשי בריתו לק׳"	"על ל״ג
					בעומר יום היא״צ של רבו הגה״ק מקשאנוב וכאשר בא אל בית
					החיים צוה שכל אנשי קשאנוב יצאו מן האהל ולא ישארו שמה רק אנשי
					אושפצין וכאשר בא שמה לקח ספר שע״צ ואמר ע״ב פסוקים"	""
"added"	"אושפצין"	""	"GPE"	"7918"	"7925"	"Seva-Ratzon.xml"	"תקפ״ט נסע הה״ק ר״ב עם אנשי בריתו לק׳ קשאנוב על ל״ג
					בעומר יום היא״צ של רבו הגה״ק מקשאנוב וכאשר בא אל בית
					החיים צוה שכל אנשי קשאנוב יצאו מן האהל ולא ישארו שמה רק אנשי"	"וכאשר בא שמה לקח ספר שע״צ ואמר ע״ב פסוקים בקידה
					והשתחוי׳ ואח""כ לקח הקוויטליך שהי׳ לו הרבה מאד וקרא אותם והניחם
					על קברו ואח״כ הלך חזרה וכאשר בא לחוץ נתנו לו מים לרחוץ ידיו
					ויאמר הרב אם"	""
"added"	"שע״צ"	""	"WOA"	"7947"	"7951"	"Seva-Ratzon.xml"	"הה״ק ר״ב עם אנשי בריתו לק׳ קשאנוב על ל״ג
					בעומר יום היא״צ של רבו הגה״ק מקשאנוב וכאשר בא אל בית
					החיים צוה שכל אנשי קשאנוב יצאו מן האהל ולא ישארו שמה רק אנשי
					אושפצין וכאשר בא שמה לקח ספר"	"ואמר ע״ב פסוקים בקידה
					והשתחוי׳ ואח""כ לקח הקוויטליך שהי׳ לו הרבה מאד וקרא אותם והניחם
					על קברו ואח״כ הלך חזרה וכאשר בא לחוץ נתנו לו מים לרחוץ ידיו
					ויאמר הרב אם לא הייתי צריך לילך בין"	""
"removed"	"׳"	"PER"	""	"7986"	"7987"	"Seva-Ratzon.xml"	"קודם הדרשה רק הדיבורים אשר ישים ד׳ בפי אותו אדבר אמנם
					היום יצאתי מגדרי וסדרתי הדרוש מקודם והראו לי מן השמים פלאים
					שנוכל לומר בפני כל ישראל וכשעמדתי על השטענדער ופתחתי בתפלה
					ר"	"שפתי תפתח נשכח ממני כל הסדר ורק אמרתי כדרכי מעולם מה
					שהש״י מזמין לפי לכן בא השטן וד׳ הצילני :
				
				Seva-Ratzon_0003

					בשנת תקפ״ט נסע הה״ק ר״ב עם אנשי בריתו לק׳ קשאנוב על ל״ג
					בעומר"	"והשתחוי׳"
"added"	"רשב״י"	""	"PER"	"8588"	"8593"	"Seva-Ratzon.xml"	"בג״ע התחתון אחר פטירתו וזה נקרא חלוקא דרבנן
					והגוף הזה א״א לראות רק כי הראות ואני ב״ה ראיתי אותו והגוף
					הרוחני הנ״ל כדמיון גוף הראשון ואח״כ הלכו להעיר והכינו סעודה
					גדולה לכבוד הילולא ד"	"והרב מקשאנוב והי׳ יין לרוב ואחר חצות
					לילה צוה הרב ר״ב לתת ד׳ טעפ יין כי הי׳ אז בדיחא דעתי׳ והעולם
					שמחו מאד ומרו שירות ותשבחות בריקודין והרב ישב לבדו על השלחן
					ופניו צהובים ובעלות עמוד"	"דרשב״י"
"added"	"קשאנוב"	""	"GPE"	"8600"	"8606"	"Seva-Ratzon.xml"	"אחר פטירתו וזה נקרא חלוקא דרבנן
					והגוף הזה א״א לראות רק כי הראות ואני ב״ה ראיתי אותו והגוף
					הרוחני הנ״ל כדמיון גוף הראשון ואח״כ הלכו להעיר והכינו סעודה
					גדולה לכבוד הילולא דרשב״י והרב מ"	"והי׳ יין לרוב ואחר חצות
					לילה צוה הרב ר״ב לתת ד׳ טעפ יין כי הי׳ אז בדיחא דעתי׳ והעולם
					שמחו מאד ומרו שירות ותשבחות בריקודין והרב ישב לבדו על השלחן
					ופניו צהובים ובעלות עמוד השחר אמרו"	"מקשאנוב"
"added"	"ר״ב"	""	"PER"	"8649"	"8652"	"Seva-Ratzon.xml"	"א״א לראות רק כי הראות ואני ב״ה ראיתי אותו והגוף
					הרוחני הנ״ל כדמיון גוף הראשון ואח״כ הלכו להעיר והכינו סעודה
					גדולה לכבוד הילולא דרשב״י והרב מקשאנוב והי׳ יין לרוב ואחר חצות
					לילה צוה הרב"	"לתת ד׳ טעפ יין כי הי׳ אז בדיחא דעתי׳ והעולם
					שמחו מאד ומרו שירות ותשבחות בריקודין והרב ישב לבדו על השלחן
					ופניו צהובים ובעלות עמוד השחר אמרו להרב שיצוה לברך ברחמ״ז
					ולא ענה כלל ויעוררהו"	""
"added"	"פרייסין"	""	"GPE"	"9274"	"9281"	"Seva-Ratzon.xml"	"ילך גם הוא לדרכו ולא אזכה עוד לראותו
				
				Seva-Ratzon_0004

					סיפר הה״ק ר׳ בעריש מרבו הק׳ הנ""ל כי פעם אחת בעת לימוד חריפות
					באו ב׳ אנשים בקרון ועל העגלה הביאו משוגעת אחת מ"	"ויעמדו עם העגלה לפני בית הרב והיא שכבה על הקרון קשורה בחבלים
					ובקשו ממנו שיושיע לה והשיב כי הוא אינו טוב יהודי (גוטער יוד) רק
					שיסעו לקאזיניץ להגאון הרב המגיד דשם כי הוא מרא דעובדא"	"מפרייסין"
"added"	"המגיד"	""	"PER"	"9448"	"9453"	"Seva-Ratzon.xml"	"העגלה הביאו משוגעת אחת מפרייסין
					ויעמדו עם העגלה לפני בית הרב והיא שכבה על הקרון קשורה בחבלים
					ובקשו ממנו שיושיע לה והשיב כי הוא אינו טוב יהודי (גוטער יוד) רק
					שיסעו לקאזיניץ להגאון הרב"	"דשם כי הוא מרא דעובדא ובקשו
					ממנו שיתן להם כתב מליצה יען כי הלכו במלבושי דייטש אולי לא
					יקרב אותם ונעתר להם ויתן בידם כתב מליצה ואח״כ בקשו ממנו שיברך
				
				
					מהה״ק ר׳ בעריש"	""
"removed"	"מרא"	"GPE"	""	"9465"	"9468"	"Seva-Ratzon.xml"	"אחת מפרייסין
					ויעמדו עם העגלה לפני בית הרב והיא שכבה על הקרון קשורה בחבלים
					ובקשו ממנו שיושיע לה והשיב כי הוא אינו טוב יהודי (גוטער יוד) רק
					שיסעו לקאזיניץ להגאון הרב המגיד דשם כי הוא"	"דעובדא ובקשו
					ממנו שיתן להם כתב מליצה יען כי הלכו במלבושי דייטש אולי לא
					יקרב אותם ונעתר להם ויתן בידם כתב מליצה ואח״כ בקשו ממנו שיברך
				
				
					מהה״ק ר׳ בעריש"	""
"removed"	"דעובדא"	"GPE"	""	"9469"	"9475"	"Seva-Ratzon.xml"	"מפרייסין
					ויעמדו עם העגלה לפני בית הרב והיא שכבה על הקרון קשורה בחבלים
					ובקשו ממנו שיושיע לה והשיב כי הוא אינו טוב יהודי (גוטער יוד) רק
					שיסעו לקאזיניץ להגאון הרב המגיד דשם כי הוא מרא"	"ובקשו
					ממנו שיתן להם כתב מליצה יען כי הלכו במלבושי דייטש אולי לא
					יקרב אותם ונעתר להם ויתן בידם כתב מליצה ואח״כ בקשו ממנו שיברך
				
				
					מהה״ק ר׳ בעריש מאושפצי׳
				
				
					אותה על"	""
"removed"	"דייטש"	"PER"	""	"9531"	"9536"	"Seva-Ratzon.xml"	"קשורה בחבלים
					ובקשו ממנו שיושיע לה והשיב כי הוא אינו טוב יהודי (גוטער יוד) רק
					שיסעו לקאזיניץ להגאון הרב המגיד דשם כי הוא מרא דעובדא ובקשו
					ממנו שיתן להם כתב מליצה יען כי הלכו במלבושי"	"אולי לא
					יקרב אותם ונעתר להם ויתן בידם כתב מליצה ואח״כ בקשו ממנו שיברך
				
				
					מהה״ק ר׳ בעריש מאושפצי׳
				
				
					אותה על הדרך וכן עשה ויצא אל הקרון ויברך אותה ויסעו משם"	""
"removed"	"״ק"	"PER"	""	"9630"	"9632"	"Seva-Ratzon.xml"	"להגאון הרב המגיד דשם כי הוא מרא דעובדא ובקשו
					ממנו שיתן להם כתב מליצה יען כי הלכו במלבושי דייטש אולי לא
					יקרב אותם ונעתר להם ויתן בידם כתב מליצה ואח״כ בקשו ממנו שיברך
				
				
					מהה"	"ר׳ בעריש מאושפצי׳
				
				
					אותה על הדרך וכן עשה ויצא אל הקרון ויברך אותה ויסעו משם לדרכם
					וכאשר נסעו לערך חצי מיל התחילה הבתולה המשוגעת לבקש שיתידו
					אותה והתחילה לבכות מדיע קשרו אותה"	"מהה״ק"
"added"	"אושפצי׳"	""	"GPE"	"9643"	"9650"	"Seva-Ratzon.xml"	"הרב המגיד דשם כי הוא מרא דעובדא ובקשו
					ממנו שיתן להם כתב מליצה יען כי הלכו במלבושי דייטש אולי לא
					יקרב אותם ונעתר להם ויתן בידם כתב מליצה ואח״כ בקשו ממנו שיברך
				
				
					מהה״ק ר׳ בעריש מ"	"אותה על הדרך וכן עשה ויצא אל הקרון ויברך אותה ויסעו משם לדרכם
					וכאשר נסעו לערך חצי מיל התחילה הבתולה המשוגעת לבקש שיתידו
					אותה והתחילה לבכות מדיע קשרו אותה בחבלים והיכן נוסעים"	"מאושפצי׳"
