story_id	edition	human	claude	gemini	agreement	claude_reasoning	gemini_reasoning
Khal-Hasidim_0142	Khal-Hasidim	no-women	no-women	minor	human=claude/gemini-differs	The story centers entirely on male figures — R' Nachum of Chernobyl, R' Abraham, R' Pilt, the nagid, and various male community members — with no women mentioned or appearing in any capacity.	While no women are central to the plot, a woman is referenced as part of the story, specifically the Reb's wife or a woman involved in serving coffee to someone who is upset.
Khal-Hasidim_0143	Khal-Hasidim	major	major	major	all-agree	The bride (daughter-in-law of the Maggid of Mezeritch) is a central character whose three recurring dreams — in which she pleads before a heavenly court to retain her husband — and whose arguments succeed in extending his life by twelve years form the spiritual climax and main point of the story. Her actions are indispensable to the narrative's meaning.	The story revolves around a woman (the bride) and her mother. The mother negotiates the marriage, and the bride's dream and subsequent actions are crucial to the plot and the rabbi's life.
Khal-Hasidim_0144	Khal-Hasidim	no-women	minor	minor	models-agree/human-differs	Women are mentioned collectively as part of the community scandal—'many men and women defiled by sins' and 'several women need to be divorced'—but they are unnamed, undifferentiated, and entirely passive. The story's plot is driven by the Maggid's instruction, Reb Aharon of Karlin's spiritual perception, and the encounter with the local lord; the women serve only as background context for the moral crisis.	The story involves a rabbi uncovering adultery in a community. Several unnamed women are involved in the adulterous acts, thus playing a minor role in the narrative.
Khal-Hasidim_0145	Khal-Hasidim	no-women	no-women	no-women	all-agree	The story revolves entirely around two male communal emissaries traveling to petition a duke and receiving guidance from a Hasidic rebbe; no women appear or are mentioned in any capacity throughout the narrative.	No women appear in this story. It focuses on two men traveling to a duke, and the obstacles they face on their journey.
Khal-Hasidim_0146	Khal-Hasidim	no-women	no-women	minor	human=claude/gemini-differs	The story features only male characters throughout: the Maggid of Mezeritch, a wealthy man from Vilna, doctors, townspeople, and the Prussian king. No women appear or are mentioned in any capacity.	While the story revolves around a man's illness and search for healing, women are only mentioned as part of the general populace of the city who are concerned about his health. There are no individual women who play a role in the narrative.
Khal-Hasidim_0147	Khal-Hasidim	no-women	no-women	no-women	all-agree	The story centers entirely on the male figures of R. Aharon of Karlin and the Maggid of Mezeritch, along with male disciples; no women appear or are referenced in any capacity.	This story focuses entirely on the relationship between Rabbi Aharon of Karlin and the Maggid of Mezritch, and the interactions between Rabbi Aharon and the Maggid's disciples. No women are mentioned or play any role in the narrative.
Khal-Hasidim_0148	Khal-Hasidim	no-women	minor	minor	models-agree/human-differs	The orphan daughter of Rabbi Aaron is mentioned as the bride in the betrothal arrangement, but she neither acts nor speaks; the story's spiritual focus is entirely on Rabbi Menachem Mendel of Vitebsk's vision of Rabbi Aaron's luminous garments and Rabbi Aaron's humble response.	The story revolves around a wedding arrangement for the daughter of a rabbi; she is mentioned but has no active role, making her a minor character.
Khal-Hasidim_0149	Khal-Hasidim	no-women	no-women	minor	human=claude/gemini-differs	The story focuses entirely on male figures — the Maggid of Mezeritch, the young Menachem Mendel of Vitebsk, the Baal Shem Tov, and Rabbi Yaakov Yosef of Polna. No women appear or are referenced in any capacity.	"Although the story focuses on male figures (the Baal Shem Tov, the Maggid of Mezritch, and Rabbi Menachem Mendel), it does mention that when Rabbi Menachem Mendel became ill in Vitebsk, the whole town wept, ""as if the Holy Ark was being taken from them."" This implies the presence and emotional impact of women in the community, even though they are not central to the plot."
Khal-Hasidim_0150	Khal-Hasidim	minor	minor	minor	all-agree	Two women appear actively — the butcher's wife who brings the complaint to Rabbi Yitzchak, and the tax-farmer's wife who defies his order and is cursed — but they function as catalysts that trigger demonstrations of the rabbi's spiritual power; the story's main thrust is the rabbi's authority and the ensuing communal conflict among male figures.	The story features the wife of a butcher who pleads with the rabbi, and the wife of the Ba'al Taksah who is cursed. Both women play supporting roles in the conflict and resolution, but they are not central to the main narrative about the rabbi and the community's internal strife.
Khal-Hasidim_0151	Khal-Hasidim	no-women	no-women	no-women	all-agree	The story involves two male litigants and Rabbi Yitzchak adjudicating a legal dispute; no women appear or are referenced in any capacity.	This story involves two litigants and the Rabbi. No women are mentioned.
Khal-Hasidim_0152	Khal-Hasidim	no-women	no-women	no-women	all-agree	The story concerns Rabbi Mikhl of Zlotchov receiving heavenly directives to accept the Baal Shem Tov and then the Maggid of Mezeritch as his master; no women appear in any capacity. The mention of his son's wedding (נשואי בנו) implies a bride but she is not referenced even in passing as a character.	The story discusses the lineage of rabbis and their teachings, without mentioning any women characters.
Khal-Hasidim_0153	Khal-Hasidim	no-women	no-women	no-women	all-agree	No women appear in this story; all characters are male rabbis and their male relatives.	The story focuses on the relationship between Rabbi Eliezer and Rabbi Nachman and their journey to Israel. No women are mentioned or play any role in the narrative.
Khal-Hasidim_0154	Khal-Hasidim	minor	no-women	no-women	models-agree/human-differs	The story features only male characters throughout: the holy rabbi R' Yechiel Michel, the unnamed man sent to learn bitachon, and the wealthy merchant of Berdichev, along with his male servants and trustees. No women appear or are mentioned in any capacity.	The story revolves entirely around men: a rabbi, a man seeking to learn trust, and a wealthy man who exemplifies trust in God. No women are mentioned or play any role in the narrative.
Khal-Hasidim_0155	Khal-Hasidim	no-women	no-women	minor	human=claude/gemini-differs	The story involves only male characters: a student, his rabbi, hunters, and the student's deceased father (whose soul is reincarnated in the dog and fish). No women appear in any capacity.	The protagonist's wife is present in the story, preparing the fish and enabling the events of the story. However, her role is secondary to the male protagonist and the rabbi.
Khal-Hasidim_0156	Khal-Hasidim	minor	minor	minor	all-agree	The daughter of R' Mikhl briefly appears as the witness who alerts her brother R' Yitzchak to their father's ecstatic state, enabling the death scene, and R' Yosef's mother and sisters are mentioned in the closing line. These women play supporting roles, but the story's central thrust is R' Yosef's heavenly trial and R' Mikhl's holy death through devekut.	A daughter sees her father in a state of ecstasy and alerts her brother; later, the mother and sisters come to the ill son. They are present, but not central to the plot or meaning, which focuses on the men and their spiritual states.
Khal-Hasidim_0157	Khal-Hasidim	no-women	no-women	minor	human=claude/gemini-differs	The story revolves entirely around male figures: the Rebbe Mikhl of Zlotchov, his ill son, Rabbi Yaakov Yosef of Polna'ah, and the Baal Shem Tov, along with heavenly angels and a divine court. No women appear or are mentioned in any capacity.	Although the story revolves around a sick boy, his mother (or other women) are not mentioned. Women are thus absent from the narrative, except perhaps implicitly as members of the community affected by the burning of the books.
